Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
262,229,0,2,70,0,189,46,31,102,1,0,1,0,27,74,25,1295,2056,5,213
262,5635,2,1,1452,4,80,1,31,102,3,2,2,0,400,116,25,1217,2187,5,213
262,3934,2,0,1468,0,82,2,31,102,3,1,2,550,308,83,25,1350,2116,5,213
262,4044,1,2,617,3,80,2,31,102,2,1,2,0,111,96,25,1230,2013,5,213
262,3082,2,0,1470,0,98,4,31,102,3,1,4,982,335,116,25,1280,2024,5,213
262,720,2,1,1456,4,82,5,31,102,3,1,2,247,324,126,25,1119,2341,5,213
262,1584,2,0,1565,1,82,12,31,102,3,2,2,514,449,116,25,1140,2291,5,213
262,2633,3,0,1551,0,141,12,31,102,4,2,2,682,472,96,25,1327,2091,5,213
262,5451,0,2,276,1,80,12,31,102,1,0,1,0,51,86,25,1290,2114,5,213
262,4140,2,1,1151,4,82,12,31,102,3,1,2,71,318,116,25,1335,2109,5,213
262,3225,2,2,1370,1,80,12,31,102,4,1,2,0,280,130,25,1107,2333,5,213
262,797,2,2,770,1,196,17,31,102,3,0,1,13,143,76,25,1293,2120,5,213
262,1657,0,2,87,1,80,18,31,102,1,0,1,0,23,83,25,1168,2052,5,213
262,3015,3,0,1445,1,80,18,31,102,4,1,2,466,396,45,25,1257,2356,5,213
262,1066,2,0,1296,4,31,19,31,102,3,1,1,221,208,23,25,1295,2049,5,213
262,3942,3,0,1543,1,154,19,31,102,4,1,2,634,438,79,25,1141,2185,5,213
262,5004,2,0,1546,1,104,25,31,102,4,3,2,515,438,121,25,1187,2124,5,213
262,5991,1,2,472,1,136,28,31,102,2,0,1,0,93,76,25,1233,2370,5,213
262,2678,1,2,239,3,108,31,31,102,2,0,2,0,67,86,25,1223,2208,5,213
262,563,2,1,730,0,98,32,31,102,3,1,2,0,204,96,25,1230,2013,5,213
262,2987,2,0,1381,3,31,33,31,102,3,2,2,525,308,49,25,1287,2077,5,213
262,583,1,2,256,1,80,33,31,102,2,0,1,0,90,66,25,1223,2208,5,213
262,1487,2,0,1506,1,98,34,31,102,3,1,1,316,319,52,25,1193,2206,5,213
268,3966,2,0,778,1,105,38,110,64,4,1,2,606,275,106,0,2805,3216,0,79
268,4241,3,0,820,1,105,39,110,64,4,2,2,619,242,76,0,2681,3032,0,79
268,5824,2,0,694,3,22,39,110,64,3,1,4,654,247,86,0,2797,3130,0,79
268,3765,2,0,569,1,12,43,110,64,3,1,2,527,202,86,0,2732,3115,0,79
268,1273,3,0,523,0,105,43,110,64,4,0,1,806,255,76,0,2835,3161,0,79
268,2384,3,0,815,1,44,47,110,64,4,1,1,646,275,66,0,2706,3089,0,79
268,1549,1,2,293,3,105,2,110,64,2,0,2,151,104,96,0,2710,3001,0,79
268,592,1,2,282,1,105,7,110,64,2,0,1,131,122,91,0,2719,3008,0,79
268,1616,2,0,563,1,145,10,110,64,3,0,2,558,207,91,0,2705,3101,0,79
268,1817,2,0,742,1,105,10,110,64,3,1,2,778,214,91,0,2705,3100,0,79
268,2735,4,0,833,1,112,16,110,64,5,2,2,481,340,94,0,2730,3171,0,79
268,4325,3,0,713,1,105,18,110,64,4,1,2,650,9,96,0,2799,3098,0,79
268,4155,2,0,625,1,109,22,110,64,3,1,2,578,261,76,0,2816,3155,0,79
268,1469,2,0,681,3,112,24,110,64,3,0,2,648,206,76,0,2778,3039,0,79
268,3205,3,0,851,4,112,29,110,64,4,1,2,610,305,93,0,2735,3133,0,79
271,3916,2,0,436,1,85,39,119,66,3,0,0,533,180,86,0,3021,2965,2,60
271,4904,2,0,322,1,12,39,119,66,3,1,2,517,122,86,0,3009,3057,2,60
271,4582,2,0,349,3,12,43,119,66,3,0,1,555,189,86,0,2985,3039,2,60
271,2106,2,0,472,1,22,45,119,66,3,1,1,261,189,131,0,3101,3003,2,60
271,351,2,0,323,1,85,50,119,66,3,0,0,255,104,66,0,2991,2954,2,60
271,5372,2,0,533,1,22,1,119,66,3,0,1,541,131,76,0,3024,2972,2,60
271,4888,2,0,450,1,12,7,119,66,3,1,2,233,242,118,0,3004,3062,2,60
271,52,2,0,534,3,22,7,119,66,3,0,1,621,130,76,0,3108,3063,2,60
271,200,2,2,272,1,12,10,119,66,3,0,2,280,114,76,0,3037,2954,2,60
271,3203,2,0,844,0,22,13,119,66,3,1,1,836,194,66,0,3093,3024,2,60
271,747,3,0,928,1,22,14,119,66,3,2,2,620,432,126,0,3040,2951,2,60
271,62,1,0,438,1,22,14,119,66,2,0,2,555,160,76,0,3043,3096,2,60
271,1739,2,0,745,1,12,22,119,66,3,0,2,747,228,76,0,3051,3078,2,60
271,3080,2,0,671,1,12,27,119,66,3,1,0,717,218,76,0,3094,2978,2,60
271,3946,2,0,486,1,22,27,119,66,3,0,1,554,117,86,0,3047,3096,2,60
271,4480,2,0,393,1,12,27,119,66,3,0,1,272,116,116,0,2988,2947,2,60
271,2239,2,2,286,1,44,31,119,66,3,0,1,0,103,96,0,3017,2944,2,60
271,3007,1,0,485,1,12,33,119,66,4,0,2,712,118,86,0,3051,3071,2,60
271,4575,2,0,416,1,145,34,119,66,3,0,1,308,151,82,0,3119,3025,2,60
275,4302,2,1,820,1,80,38,7,2,3,2,2,0,196,57,18,1755,1248,2,55
275,851,2,0,992,1,2,43,7,2,2,2,2,456,293,116,18,1752,1278,2,55
275,551,0,2,184,0,112,43,7,2,1,0,1,0,45,116,18,1715,1286,2,55
275,6089,2,0,1408,1,2,43,7,2,3,2,2,218,390,10,18,1721,1309,2,55
275,5736,1,1,605,4,112,45,7,2,2,1,2,11,103,122,18,1689,1307,2,55
275,5990,0,2,288,1,112,46,7,2,1,0,1,0,310,49,18,1715,1286,2,55
275,688,2,2,436,0,196,46,7,2,3,1,1,0,122,114,18,1656,1365,2,55
275,2113,1,1,856,1,80,50,7,2,2,0,1,0,230,125,18,1689,1282,2,55
275,6008,2,2,805,1,2,17,7,2,3,0,1,0,228,57,18,1715,1302,2,55
275,2453,0,2,169,1,112,27,7,2,1,0,1,497,52,23,18,1737,1241,2,55
275,5481,2,1,895,1,80,28,7,2,3,2,1,750,175,124,18,1728,1263,2,55
275,791,0,2,205,3,112,29,7,2,1,0,1,0,57,49,18,1715,1286,2,55
275,4676,1,2,381,1,80,33,7,2,2,0,1,0,93,118,18,1693,1359,2,55
275,1849,2,2,352,1,95,40,7,2,2,0,1,0,88,112,18,1656,1365,2,55
279,4389,3,0,1080,1,63,38,59,8,4,1,1,273,239,66,10,969,789,6,197
279,4856,2,0,1149,1,62,38,59,8,3,0,1,457,281,32,10,887,795,6,197
279,2101,2,2,706,1,63,39,59,8,3,0,3,0,151,96,10,911,662,6,197
279,4300,2,0,1260,4,143,42,59,8,3,1,2,285,359,122,10,923,814,6,197
279,1840,3,0,1477,3,62,42,59,8,4,2,0,291,295,17,10,945,764,6,197
279,4894,2,0,1477,3,62,42,59,8,3,2,2,465,396,106,10,974,744,6,197
279,814,2,0,948,1,141,43,59,8,3,1,2,268,258,106,10,994,644,6,197
279,6106,2,0,1113,1,62,46,59,8,3,0,2,326,143,86,10,914,775,6,197
279,5806,0,2,42,3,164,46,59,8,1,0,1,0,52,84,10,1004,711,6,197
279,2345,2,0,948,1,189,47,59,8,3,1,2,301,302,113,10,1014,553,6,197
279,2990,2,0,1155,3,62,47,59,8,3,1,2,263,265,121,10,934,831,6,197
279,1828,2,0,1164,1,62,47,59,8,3,1,3,382,319,112,10,969,737,6,197
279,1166,1,1,636,3,62,47,59,8,2,0,1,39,149,96,10,1012,812,6,197
279,1649,2,0,1121,1,78,50,59,8,3,1,1,317,108,86,10,1105,762,6,197
279,3617,3,0,1377,1,62,1,59,8,3,1,2,732,316,23,10,931,643,6,197
279,2542,2,1,1113,1,62,2,59,8,3,1,2,456,267,126,10,917,631,6,197
279,833,3,0,1039,1,189,7,59,8,4,2,2,171,374,119,10,944,549,6,197
279,2383,2,0,820,1,143,9,59,8,3,1,2,370,307,111,10,1024,516,6,197
279,4695,1,2,243,1,141,10,59,8,2,0,1,0,73,96,10,1077,781,6,197
279,5506,3,0,1262,1,62,13,59,8,3,1,2,417,239,49,10,958,649,6,197
279,1514,3,0,900,3,144,13,59,8,4,0,1,260,224,23,10,1087,743,6,197
279,2538,2,1,758,3,164,13,59,8,3,1,1,187,292,118,10,1021,702,6,197
279,4102,1,2,98,3,189,16,59,8,2,0,1,0,42,86,10,1117,717,6,197
279,632,3,0,1337,1,164,22,59,8,4,1,2,598,395,127,10,985,657,6,197
279,3608,2,0,1027,1,164,27,59,8,3,1,1,139,208,23,10,910,865,6,197
279,5063,1,2,216,1,141,27,59,8,2,0,1,0,55,86,10,1036,797,6,197
279,2211,1,2,284,3,62,27,59,8,2,0,1,0,54,96,10,971,772,6,197
279,5601,2,0,958,1,189,28,59,8,3,0,0,202,95,32,10,986,747,6,197
279,6019,1,2,130,3,189,28,59,8,2,0,1,0,62,96,10,1006,734,6,197
279,4734,3,0,1188,1,62,28,59,8,4,1,2,218,298,126,10,918,831,6,197
279,872,2,0,1130,1,164,31,59,8,3,1,1,456,208,32,10,1000,659,6,197
279,1819,3,0,1019,0,164,31,59,8,4,1,2,322,357,96,10,1017,791,6,197
279,1210,3,0,1383,1,143,32,59,8,4,0,3,715,365,10,10,958,801,6,197
279,5298,2,0,1226,3,141,32,59,8,3,1,1,213,253,132,10,899,804,6,197
279,768,3,0,1421,1,164,32,59,8,4,2,3,450,389,121,10,941,552,6,197
280,977,1,2,101,0,62,18,67,8,2,0,1,0,61,76,10,1035,640,6,7
280,1165,1,2,89,1,164,27,67,8,2,0,1,0,55,86,10,1024,610,6,7
280,1724,2,0,972,3,143,32,67,8,3,0,1,264,183,40,10,1060,510,6,7
281,2445,1,2,319,4,80,38,33,135,2,1,1,0,83,128,24,1043,1791,5,144
281,3680,2,0,1392,1,98,42,33,135,3,0,4,391,215,20,25,1083,1934,5,144
281,405,1,2,369,1,70,42,33,135,2,0,1,548,78,57,25,1035,1895,5,144
281,3995,1,2,605,1,53,46,33,135,2,0,1,0,106,49,24,1015,1946,5,144
281,1656,0,2,22,4,59,46,33,135,1,0,1,0,36,86,24,1035,1968,5,144
281,5636,2,0,1150,1,18,47,33,135,3,1,1,92,218,116,25,1048,1863,5,144
281,852,2,0,1061,1,127,1,33,135,3,0,2,270,153,23,24,1039,1777,5,144
281,5054,0,2,178,1,98,3,33,135,1,0,1,0,39,90,25,1030,1948,5,144
281,5478,0,2,226,0,116,14,33,135,1,0,1,0,44,121,24,1024,1910,5,144
281,356,1,2,101,4,196,14,33,135,2,0,1,0,72,86,24,1049,1971,5,144
281,3229,1,0,933,0,98,17,33,135,2,1,2,471,175,116,25,1065,1848,5,144
281,564,1,2,349,1,18,18,33,135,2,0,1,0,93,86,24,1040,1928,5,144
281,4714,1,0,1135,1,80,19,33,135,2,0,2,0,116,48,25,1097,1740,5,144
281,298,2,2,636,1,196,19,33,135,3,1,2,0,153,116,25,1085,1906,5,144
281,4399,1,2,948,3,80,19,33,135,2,1,1,0,151,123,24,1036,1812,5,144
281,3356,1,2,349,3,196,27,33,135,2,0,1,994,116,86,25,1052,1971,5,144
281,5744,1,2,196,1,15,34,33,135,2,0,1,0,63,101,24,1054,1949,5,144
281,3530,1,0,1050,1,80,34,33,135,2,0,1,111,124,23,24,1090,1730,5,144
281,5602,2,0,1301,1,98,34,33,135,3,2,1,97,103,17,25,1087,1759,5,144
284,5704,3,0,737,1,12,42,120,65,4,2,1,481,344,106,0,2944,3254,2,30
284,5497,2,0,617,1,22,2,120,65,3,1,2,518,256,91,0,2924,3283,2,30
284,2913,2,0,550,1,12,3,120,65,3,1,1,486,230,91,0,2905,3264,2,30
284,3679,2,0,355,1,145,9,120,65,3,1,2,536,210,86,0,2854,3234,2,30
284,3903,2,0,536,1,12,12,120,65,3,0,1,564,167,94,0,2827,3008,2,30
284,3740,3,0,771,1,53,12,120,65,4,1,2,501,224,113,0,2830,3099,2,30
284,1919,2,0,421,1,196,16,120,65,3,0,1,656,189,86,0,2819,3010,2,30
284,3936,2,0,524,1,196,18,120,65,3,1,2,516,233,107,0,2947,3254,2,30
284,4525,2,0,499,1,105,19,120,65,3,0,1,566,162,76,0,2824,3062,2,30
284,2958,2,0,759,1,22,29,120,65,3,1,2,537,339,110,0,2941,3232,2,30
284,4494,2,0,511,1,12,34,120,65,3,0,1,637,175,94,0,2829,3023,2,30
286,1060,2,0,809,1,78,38,51,6,3,1,1,399,218,57,16,1493,553,6,201
286,5029,1,0,706,3,179,38,51,6,3,0,2,421,130,66,16,1609,453,6,201
286,5849,2,0,925,1,179,38,51,6,3,0,0,145,134,32,16,1574,657,6,201
286,3912,3,0,1151,1,179,39,51,6,4,1,2,379,340,126,16,1554,522,6,201
286,5480,2,0,569,4,78,39,51,6,3,0,2,276,208,76,16,1673,684,6,201
286,1553,2,0,682,1,78,39,51,6,3,1,2,380,122,81,16,1584,766,6,201
286,210,2,0,582,1,179,39,51,6,3,1,2,167,171,120,16,1574,765,6,201
286,3310,1,1,421,4,78,39,51,6,2,0,1,0,2,96,16,1665,751,6,201
286,4221,2,0,569,3,78,39,51,6,2,0,1,92,90,17,16,1536,701,6,201
286,5583,3,0,977,3,78,42,51,6,4,1,2,197,309,127,16,1625,488,6,201
286,4549,1,0,809,4,179,42,51,6,2,0,1,174,134,32,16,1662,654,6,201
286,695,2,0,1033,1,78,42,51,6,3,1,2,423,254,40,16,1511,611,6,201
286,1128,2,0,879,4,179,42,51,6,3,1,0,168,189,32,16,1574,723,6,201
286,5482,1,2,585,1,196,42,51,6,2,0,1,1007,106,129,16,1600,741,6,201
286,4977,2,0,730,1,179,43,51,6,3,2,2,151,146,129,16,1539,654,6,201
286,3138,1,0,666,1,62,43,51,6,2,0,1,214,122,10,16,1599,646,6,201
286,4160,2,0,449,4,179,43,51,6,3,0,1,427,171,76,16,1555,483,6,201
286,2813,3,0,492,1,78,43,51,6,2,0,0,119,108,23,16,1550,747,6,201
286,612,2,0,851,1,196,43,51,6,2,1,1,413,196,76,16,1641,447,6,201
286,3515,3,0,1033,3,179,46,51,6,4,1,1,272,254,35,16,1539,757,6,201
286,4405,4,0,1267,1,179,50,51,6,5,1,2,594,255,17,16,1678,631,6,201
286,2314,1,0,395,0,78,50,51,6,2,0,1,102,85,119,16,1507,686,6,201
286,4735,3,0,1289,1,164,50,51,6,4,0,3,716,247,84,16,1644,692,6,201
286,4330,2,0,1309,1,78,2,51,6,3,0,4,835,189,40,16,1604,549,6,201
286,1016,0,2,238,3,196,3,51,6,1,0,2,0,93,120,16,1576,738,6,201
286,6005,1,2,103,0,78,3,51,6,2,0,1,0,62,76,16,1641,749,6,201
286,841,2,1,844,1,164,7,51,6,2,1,0,305,227,132,16,1590,645,6,201
286,1016,0,0,192,0,78,7,51,6,1,0,2,0,93,120,16,1576,738,6,201
286,5433,1,2,227,3,164,9,51,6,2,0,1,0,73,66,16,1675,757,6,201
286,5959,2,0,600,1,62,10,51,6,3,0,1,415,171,76,16,1607,392,6,201
286,5220,2,0,856,1,196,13,51,6,3,0,3,620,164,57,16,1632,493,6,201
286,4009,2,1,381,4,199,13,51,6,3,2,1,0,211,130,16,1544,591,6,201
286,4691,0,2,65,1,198,13,51,6,1,0,1,0,40,86,16,1668,646,6,201
286,2830,2,0,770,3,179,13,51,6,3,0,2,193,94,10,16,1532,680,6,201
286,3045,3,0,948,1,179,14,51,6,4,1,2,369,235,23,16,1539,771,6,201
286,4935,2,0,815,1,164,14,51,6,3,0,1,389,162,76,16,1571,456,6,201
286,5410,3,0,1045,4,179,17,51,6,4,1,0,250,259,23,16,1673,659,6,201
286,4796,2,0,676,3,78,18,51,6,3,0,1,143,100,49,16,1597,547,6,201
286,3681,2,0,584,1,78,18,51,6,2,0,2,294,196,66,16,1500,580,6,201
286,1401,3,0,1081,1,179,19,51,6,4,0,1,259,198,32,16,1678,665,6,201
286,2204,1,0,395,1,78,19,51,6,2,1,2,122,172,116,16,1498,574,6,201
286,1053,4,0,907,1,196,22,51,6,2,2,4,397,351,66,16,1615,444,6,201
286,1940,3,0,921,1,78,25,51,6,4,0,3,363,116,32,16,1658,651,6,201
286,5972,2,0,772,1,179,27,51,6,3,1,2,160,256,122,16,1642,766,6,201
286,3152,2,0,871,3,179,27,51,6,3,0,1,399,131,57,16,1579,500,6,201
286,4340,2,0,516,1,164,27,51,6,3,0,5,508,188,57,16,1653,432,6,201
286,4271,1,0,566,1,78,28,51,6,2,0,0,82,86,40,16,1569,698,6,201
286,2362,2,0,1108,1,179,28,51,6,3,1,2,492,315,132,16,1670,614,6,201
286,2654,2,0,1100,3,179,28,51,6,3,2,2,339,255,57,16,1596,732,6,201
286,3818,2,0,1003,3,179,28,51,6,3,0,2,183,188,32,16,1578,711,6,201
286,1014,3,0,1178,3,78,29,51,6,4,1,3,406,263,17,16,1571,608,6,201
286,3800,1,0,582,1,74,31,51,6,2,0,1,387,160,66,16,1501,528,6,201
286,5586,2,0,449,0,18,31,51,6,3,0,1,414,170,66,16,1627,391,6,201
286,2634,2,0,1065,1,179,32,51,6,3,1,2,189,215,32,16,1608,722,6,201
286,3386,1,2,203,3,78,32,51,6,2,0,1,0,62,86,16,1563,616,6,201
286,3953,3,0,1144,4,78,32,51,6,4,1,0,214,239,32,16,1649,669,6,201
286,534,4,0,1012,1,196,32,51,6,5,1,2,438,317,49,16,1636,527,6,201
286,1536,2,1,605,4,78,33,51,6,3,1,1,123,224,123,16,1650,766,6,201
286,3462,2,0,1113,3,179,33,51,6,3,0,2,414,170,23,16,1578,717,6,201
286,5382,2,0,647,1,179,34,51,6,4,0,1,420,186,86,16,1507,691,6,201
286,4383,2,0,719,1,179,34,51,6,2,0,1,162,122,86,16,1616,560,6,201
286,5106,2,0,762,1,179,34,51,6,3,1,2,125,217,123,16,1647,757,6,201
1,2097,0,2,101,1,112,39,69,28,1,0,1,0,28,106,21,2492,821,6,35
1,4156,3,0,1198,1,152,42,69,28,4,2,2,707,235,66,21,2423,699,6,35
1,5763,1,2,192,1,21,46,69,28,2,0,1,877,72,116,21,2498,828,6,35
1,2484,3,0,1049,1,112,50,69,28,2,1,2,509,307,111,21,2408,718,6,35
1,2164,2,1,758,3,112,1,69,28,3,1,2,171,223,121,21,2444,716,6,35
1,1041,3,0,1541,1,112,2,69,28,4,3,4,620,477,126,21,2374,726,6,35
1,1951,3,0,914,0,112,3,69,28,4,1,2,528,23,126,21,2408,749,6,35
1,4499,0,0,1232,0,112,12,69,28,3,1,1,626,204,81,21,2379,780,6,35
1,2788,1,0,1225,1,112,12,69,28,2,0,2,758,194,96,21,2450,812,6,35
1,3894,2,0,940,1,12,16,69,28,3,0,1,416,162,66,21,2390,750,6,35
1,3033,4,0,1240,1,112,18,69,28,3,2,2,783,354,45,21,2446,812,6,35
1,1951,3,0,948,4,112,19,69,28,4,1,2,528,23,126,21,2408,749,6,35
1,16,2,2,518,1,12,27,69,28,3,0,1,183,151,112,21,2423,775,6,35
1,758,2,1,1019,3,12,28,69,28,3,2,1,543,308,132,21,2456,770,6,35
1,417,1,0,449,3,55,32,69,28,2,0,2,0,130,106,21,2431,805,6,35
1,4407,3,0,1050,1,112,33,69,28,3,1,2,925,267,76,21,2417,692,6,35
25,2356,2,0,573,1,112,45,73,61,3,0,2,576,108,71,0,2549,2433,0,6
25,3484,2,0,416,3,112,22,73,61,3,0,2,581,146,66,0,2569,2526,0,6
25,2094,2,0,510,3,103,28,73,61,3,1,1,185,216,128,0,2537,2470,0,6
25,1052,2,0,389,0,112,33,73,61,3,0,2,559,108,66,0,2571,2394,0,6
44,500,2,0,1027,1,112,39,30,43,3,0,2,407,215,66,22,2373,1661,2,179
44,60,3,0,666,1,67,39,30,43,4,1,2,90,225,113,22,2430,1663,2,179
44,2078,1,0,319,1,112,42,30,43,2,0,1,0,62,91,22,2331,1616,2,179
44,5000,2,1,762,1,112,42,30,43,3,0,2,167,164,111,22,2366,1667,2,179
44,2525,2,0,1134,1,112,42,30,43,3,0,1,212,192,40,22,2189,1606,2,179
44,4867,3,0,1151,1,193,43,30,43,4,1,2,420,288,57,22,2230,1693,2,179
44,6060,3,0,1267,1,112,45,30,43,4,0,1,187,307,17,22,2166,1575,2,179
44,5935,3,0,1185,1,112,46,30,43,4,1,2,771,216,17,22,2209,1613,2,179
44,2492,2,1,717,3,80,46,30,43,3,1,1,70,180,123,22,2333,1678,2,179
44,2412,1,2,157,1,80,50,30,43,2,0,1,151,49,128,22,2258,1567,2,179
44,1689,1,0,870,1,62,1,30,43,2,0,0,147,124,17,22,2185,1602,2,179
44,4075,1,2,430,1,39,2,30,43,2,0,1,0,85,76,22,2152,1604,2,179
44,5902,2,0,1163,1,193,13,30,43,3,2,2,289,310,123,22,2336,1653,2,179
44,3336,1,2,442,1,39,14,30,43,2,0,1,0,116,57,22,2152,1604,2,179
44,5207,1,2,336,4,86,16,30,43,2,1,1,0,72,130,22,2202,1572,2,179
44,4199,2,0,1215,1,112,19,30,43,3,1,0,279,168,40,22,2166,1602,2,179
44,2181,2,1,851,0,80,19,30,43,3,2,2,41,225,114,22,2224,1600,2,179
44,1552,2,0,631,0,112,22,30,43,3,0,1,167,164,40,22,2238,1571,2,179
44,1243,2,0,807,1,112,25,30,43,3,0,2,58,168,116,22,2248,1611,2,179
44,94,2,1,820,1,112,25,30,43,3,1,1,0,198,130,22,2222,1578,2,179
44,1458,2,0,851,1,112,31,30,43,3,0,1,232,175,23,22,2238,1570,2,179
44,1857,2,0,1174,1,80,32,30,43,3,0,2,761,155,40,22,2325,1633,2,179
44,1002,2,0,1036,0,80,32,30,43,3,1,2,144,202,57,22,2310,1587,2,179
44,2571,2,0,1041,1,80,40,30,43,3,0,2,261,155,49,22,2266,1595,2,179
44,3222,2,1,612,1,193,40,30,43,2,0,1,0,160,119,22,2147,1587,2,179
48,917,1,0,975,3,80,2,21,85,2,0,2,179,170,32,29,1416,2127,2,1
48,6047,1,0,695,3,80,13,21,85,2,0,1,126,111,23,29,1419,2120,2,1
48,1346,1,0,952,1,80,27,21,85,2,0,1,103,81,23,29,1412,2073,2,1
48,1455,2,0,1102,1,80,28,21,85,3,0,0,136,129,17,29,1409,2073,2,1
55,5770,2,2,670,0,193,43,6,39,2,1,1,0,146,110,18,1749,1442,2,204
55,2856,2,0,1171,3,193,46,6,39,2,1,2,54,138,23,18,1844,1497,2,204
55,829,1,2,367,1,112,46,6,39,2,0,1,0,73,110,18,1809,1505,2,204
55,5848,1,0,510,0,196,46,6,39,2,0,1,71,72,17,18,1940,1576,2,204
55,5843,1,0,647,3,80,50,6,39,2,0,0,22,88,23,18,1754,1486,2,204
55,5758,1,2,491,1,67,7,6,39,2,0,1,0,71,116,18,1866,1514,2,204
55,1682,3,0,1189,1,7,10,6,39,4,1,0,86,293,17,18,1808,1498,2,204
55,4184,1,2,224,1,67,10,6,39,2,1,1,0,62,126,18,1941,1551,2,204
55,595,1,0,820,1,80,17,6,39,2,0,0,55,54,10,18,1834,1558,2,204
55,3659,1,0,927,1,112,18,6,39,2,0,1,98,88,17,18,1842,1586,2,204
55,2438,1,2,349,0,193,22,6,39,2,1,1,0,66,129,18,1866,1594,2,204
55,1174,3,0,1182,1,193,28,6,39,4,0,0,106,208,17,18,1873,1555,2,204
55,3468,1,2,335,1,112,33,6,39,2,0,1,0,58,115,18,1837,1526,2,204
55,2931,1,0,893,1,193,34,6,39,2,0,0,82,106,17,18,1826,1585,2,204
97,2423,1,2,1311,3,112,14,4,1,2,1,2,0,224,126,18,1642,1710,2,97
97,204,1,2,484,0,66,24,4,1,2,1,1,0,62,86,18,1604,1704,2,97
97,5459,0,2,544,3,29,33,4,1,2,0,0,0,39,49,18,1628,1778,2,97
108,1608,3,0,1095,1,112,43,75,28,4,1,2,455,442,129,21,2551,681,6,3
108,2557,3,0,1048,1,112,2,75,28,4,1,2,690,304,66,21,2553,651,6,3
108,4400,2,0,591,1,112,7,75,28,3,0,1,506,134,57,21,2525,629,6,3
108,4120,3,1,425,1,66,12,75,28,4,1,1,133,239,111,21,2537,589,6,3
108,2810,4,0,1019,1,112,14,75,28,5,1,2,566,278,66,21,2582,643,6,3
108,4084,2,1,523,4,112,18,75,28,3,1,2,0,168,131,21,2530,619,6,3
108,5030,6,0,1019,0,112,19,75,28,5,1,2,564,423,86,21,2578,633,6,3
108,2229,2,1,784,0,12,27,75,28,3,1,2,309,328,127,21,2590,687,6,3
108,4812,2,0,891,1,12,40,75,28,3,0,1,638,289,66,21,2467,675,6,3
110,428,1,2,59,3,196,42,97,46,2,0,1,51,85,86,22,3043,1535,2,167
110,3091,2,1,180,1,21,42,97,46,3,1,1,688,207,126,22,3056,1496,2,167
110,1895,1,0,100,1,146,43,97,46,2,0,1,169,122,106,22,3141,1476,2,167
110,3929,2,0,328,1,196,45,97,46,0,0,1,555,130,76,22,3197,1453,2,167
110,4390,2,0,372,1,145,46,97,46,3,0,2,600,153,66,22,3104,1604,2,167
110,5538,2,0,258,1,66,47,97,46,3,0,1,356,124,76,22,3105,1521,2,167
110,1112,2,0,275,1,42,47,97,46,3,0,1,564,111,76,22,3017,1520,2,167
110,4342,3,0,275,4,21,50,97,46,4,1,3,207,243,106,22,3097,1572,2,167
110,3122,2,0,389,1,21,2,97,46,3,0,2,535,101,76,22,3235,1519,2,167
110,605,2,0,464,1,196,2,97,46,3,1,4,537,228,86,22,3191,1443,2,167
110,1443,2,0,410,3,21,2,97,46,3,0,2,670,117,66,22,3146,1621,2,167
110,4825,2,0,586,1,196,2,97,46,3,1,1,553,162,57,22,2949,1521,2,167
110,1741,3,0,404,1,21,4,97,46,4,1,2,517,164,66,22,3066,1549,2,167
110,1106,1,0,380,1,145,9,97,46,2,0,2,590,160,86,22,3151,1476,2,167
110,122,2,1,184,3,50,12,97,46,3,0,1,267,153,86,22,3118,1580,2,167
110,3852,2,0,546,1,163,16,97,46,9,5,2,542,130,76,22,3041,1567,2,167
110,2851,2,0,365,1,145,16,97,46,3,0,4,478,171,81,22,3193,1629,2,167
110,5006,3,0,549,3,196,17,97,46,4,0,2,0,202,66,22,3061,1526,2,167
110,3202,2,0,421,3,21,17,97,46,3,0,3,552,117,66,22,3012,1585,2,167
110,2488,3,0,544,1,21,18,97,46,4,1,1,563,323,86,22,3153,1511,2,167
110,1598,2,0,259,1,194,22,97,46,3,0,1,559,130,76,22,3095,1486,2,167
110,6065,2,0,244,0,196,22,97,46,3,0,1,549,143,76,22,3109,1511,2,167
110,522,2,0,376,3,196,25,97,46,3,0,1,490,160,76,22,3214,1457,2,167
110,447,3,2,275,1,196,27,97,46,4,1,3,163,171,76,22,2976,1523,2,167
110,3685,2,0,396,1,196,27,97,46,3,1,2,250,198,128,22,3192,1531,2,167
110,2861,2,0,410,3,194,28,97,46,3,0,4,483,202,81,22,3197,1628,2,167
110,4971,1,0,315,1,163,31,97,46,2,0,2,571,146,76,22,2989,1511,2,167
110,1960,3,0,303,1,163,31,97,46,4,1,2,327,204,121,22,3134,1515,2,167
110,660,2,0,381,1,163,31,97,46,3,0,2,554,287,86,22,3207,1531,2,167
110,938,2,0,425,0,196,32,97,46,3,0,1,542,155,76,22,3219,1517,2,167
110,1064,3,0,820,1,163,33,97,46,4,1,2,557,445,131,22,2994,1508,2,167
110,266,2,1,217,1,145,34,97,46,3,0,1,162,143,127,22,3079,1541,2,167
110,2009,2,2,142,1,145,40,97,46,3,1,1,149,105,116,22,3126,1534,2,167
136,5268,2,0,1287,1,80,42,55,87,3,1,2,383,171,66,2,1440,2614,5,200
136,5561,4,0,1223,1,98,45,55,87,5,2,2,383,306,40,2,1465,2674,5,200
